Name,Address,City,Zip,Web,ProgramName
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Nursing (CNDNP) - Nursing education programs at the doctorate degree levels
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Nursing (CNURED) - Nursing education programs at the baccalaureate degree levels
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Nursing (CNURED) - Nursing education programs at the graduate degree levels
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,English Language (English Language Academic English Program)
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,"Nurse Anesthesia (ANEST) - Institutions and programs at the master's degree,  post master's certificate or doctoral degree levels"
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Public Health (PHB) - Baccalaureate and Graduate level school of public health
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Radiologic Technology (RAD) - Programs for radiographers
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Radiologic Technology (RADTT) - Programs for radiation therapists
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Nuclear Medicine Technologist (NMT) - Programs for the nuclear medicine technologist
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Medicine (MED) - Programs leading to the M.D. degree (School of Medicine)
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Art and Design (ART) - Degree-granting schools and departments and non-degree-granting programs
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Theatre (THEA) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Optometry (OPTR) - Residency programs (Omni Eye Services of Atlanta Residency in Ocular Disease)
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Optometry (OPTR) - Residency programs (Residency in Cornea and Contact Lenses)
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Optometry (OPTR) - Residency programs (Residency in Family Practice Optometry)
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Optometry (OPTR) - Residency programs (Residency in Pediatric Optometry)
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Post Doctoral - Advanced dental education programs (advanced education in general dentistry and general practice residency) (Advanced Education in General Dentistry 12 Months)
University of Alabama at Birmingham,1720 2nd Avenue South,Birmingham,35233,www.uab.edu,Predoctoral
Amridge University,1200 Taylor Rd,Montgomery,36117-3553,www.amridgeuniversity.edu,"Theology (THEOL) - Freestanding schools, as well as programs affiliated with larger institutions, offering graduate professional education for ministry and graduate study of theology"
University of Alabama at Huntsville,301 Sparkman Dr,Huntsville,35899,www.uah.edu,Nursing (CNURED) - Nursing education programs at the baccalaureate degree levels
University of Alabama at Huntsville,301 Sparkman Dr,Huntsville,35899,www.uah.edu,Nursing (CNURED) - Nursing education programs at the graduate degree levels
University of Alabama at Huntsville,301 Sparkman Dr,Huntsville,35899,www.uah.edu,Art and Design (ART) - Degree-granting schools and departments and non-degree-granting programs
University of Alabama at Huntsville,301 Sparkman Dr,Huntsville,35899,www.uah.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
University of Alabama at Huntsville,301 Sparkman Dr,Huntsville,35899,www.uah.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Alabama State University,915 S Jackson Street,Montgomery,36104,www.alasu.edu,Occupational Therapy (OTM) - Programs leading to a Master's Degree
Alabama State University,915 S Jackson Street,Montgomery,36104,www.alasu.edu,Physical Therapy (PT) - Professional programs for the physical therapist
Alabama State University,915 S Jackson Street,Montgomery,36104,www.alasu.edu,Art and Design (ART) - Degree-granting schools and departments and non-degree-granting programs
Alabama State University,915 S Jackson Street,Montgomery,36104,www.alasu.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
Alabama State University,915 S Jackson Street,Montgomery,36104,www.alasu.edu,Theatre (THEA) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
Alabama State University,915 S Jackson Street,Montgomery,36104,www.alasu.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Didactic Program in Dietetics
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Dietetics (DIET) - Coordinated Program in Dietetics
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Law (LAW) - Professional schools
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Clinical Psychology (CLPSY) - PhD Doctoral programs
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Audiology (AUD) - Graduate degree programs
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Speech-Language Pathology (SLP) - Graduate degree programs
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Nursing (CNURED) - Nursing education programs at the baccalaureate degree levels
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Nursing (CNURED) - Nursing education programs at the graduate degree levels
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,English Language (English Language Intensive English Program)
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Art and Design (ART) - Degree-granting schools and departments and non-degree-granting programs
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Dance (DANCE) - Institutions and units within institutions offering degree-granting and non-degree-granting programs
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Theatre (THEA) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
The University of Alabama,739 University Boulevard,Tuscaloosa,35487-0100,www.ua.edu/,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Central Alabama Community College,1675 Cherokee Road,Alexander City,35010,www.cacc.edu,Nursing (ADNUR) - Associate degree programs
Athens State University,300 N Beaty St,Athens,35611,www.athens.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Auburn University-Montgomery,7440 East Drive P.O. Box 244023,Montgomery,36117-3596,www.aum.edu,Nursing (CNURED) - Nursing education programs at the baccalaureate degree levels
Auburn University-Montgomery,7440 East Drive P.O. Box 244023,Montgomery,36117-3596,www.aum.edu,Nursing (CNURED) - Nursing education programs at the graduate degree levels
Auburn University-Montgomery,7440 East Drive P.O. Box 244023,Montgomery,36117-3596,www.aum.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Didactic Program in Dietetics
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Nursing (NUR) - Baccalaureate program
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Nursing (NUR) - Baccalaureate program
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Pharmacy (PHAR) - Professional degree programs
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,"Marriage and Family Therapy (MFT) - Clinical training programs at the master's, doctoral, and postgraduate levels"
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Clinical Psychology (CLPSY) - PhD Doctoral programs
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Counseling Psychology (COPSY) - PhD Doctoral programs
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Audiology (AUD) - Graduate degree programs
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Clinical doctoral program in Audiology
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Speech-Language Pathology (SLP) - Graduate degree programs
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Veterinary Medicine (VET) - Programs leading to a D.V.M. or D.M.V. degree (College of Veterinary Medicine)
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Nursing (CNURED) - Nursing education programs at the baccalaureate degree levels
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Art and Design (ART) - Degree-granting schools and departments and non-degree-granting programs
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Theatre (THEA) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Auburn University Main Campus,2316 Walker Building,Auburn University,36849,www.auburn.edu,Pharmacy (PHAR) - Professional degree programs
Birmingham Southern College,900 Arkadelphia Road,Birmingham,35254,www.bsc.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
Birmingham Southern College,900 Arkadelphia Road,Birmingham,35254,www.bsc.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Chattahoochee Valley Community College,2602 College Dr,Phenix City,36869,www.cv.edu,Nursing (ADNUR) - Associate degree programs
Chattahoochee Valley Community College,2602 College Dr,Phenix City,36869,www.cv.edu,Nursing (ADNUR) - Associate degree programs
Chattahoochee Valley Community College,2602 College Dr,Phenix City,36869,www.cv.edu,Nursing (PNUR) - Practical nursing programs
DCH Regional Medical Center,"809 University Blvd., East",Tuscaloosa,35401,www.dchsystem.com,Radiologic Technology (RAD) - Programs for radiographers
James H. Faulkner State Community College,1900 US Hwy 31 S,Bay Minette,36507-2698,www.faulknerstate.edu,Nursing (ADNUR) - Associate degree programs
James H. Faulkner State Community College,1900 US Hwy 31 S,Bay Minette,36507-2698,www.faulknerstate.edu,Nursing (PNUR) - Practical nursing programs
James H. Faulkner State Community College,1900 US Hwy 31 S,Bay Minette,36507-2698,www.faulknerstate.edu,Dental Assisting (DA)
James H. Faulkner State Community College,1900 US Hwy 31 S,Bay Minette,36507-2698,www.faulknerstate.edu,Occupational Therapy Assistant (OTA) - Programs leading to an associate degree
Faulkner University,5345 Atlanta Hwy,Montgomery,36109-3378,www.faulkner.edu,Law (LAW) - Professional schools
Faulkner University,5345 Atlanta Hwy,Montgomery,36109-3378,www.faulkner.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Gadsden State Community College,1001 George Wallace Dr,Gadsden,35902-0227,www.gadsdenstate.edu,Nursing (ADNUR) - Associate degree programs
Gadsden State Community College,1001 George Wallace Dr,Gadsden,35902-0227,www.gadsdenstate.edu,Nursing (PNUR) - Practical nursing programs
Gadsden State Community College,1001 George Wallace Dr,Gadsden,35902-0227,www.gadsdenstate.edu,"Massage - Accreditation of programs in the United States that award postsecondary certificates, postsecondary diplomas, and academic Associate degrees, in the practice of massage therapy and bodywork."
Gadsden State Community College,1001 George Wallace Dr,Gadsden,35902-0227,www.gadsdenstate.edu,Radiologic Technology (RAD) - Programs for radiographers
George C Wallace Community College - Dothan,1141 Wallace Drive,Dothan,36303-9234,www.wallace.edu,Nursing (ADNUR) - Associate degree programs
George C Wallace Community College - Dothan,1141 Wallace Drive,Dothan,36303-9234,www.wallace.edu,Nursing (PNUR) - Practical nursing programs
George C Wallace Community College - Dothan,1141 Wallace Drive,Dothan,36303-9234,www.wallace.edu,Physical Therapy (PTA) - Programs for the physical therapist assistant
George C Wallace Community College - Dothan,1141 Wallace Drive,Dothan,36303-9234,www.wallace.edu,Radiologic Technology (RAD) - Programs for radiographers
Wallace State Community College  - Hanceville,801 Main St. P. O. Box 2000,Hanceville,35077-2000,www.wallacestate.edu,Nursing (ADNUR) - Associate degree programs
Wallace State Community College  - Hanceville,801 Main St. P. O. Box 2000,Hanceville,35077-2000,www.wallacestate.edu,Nursing (PNUR) - Practical nursing programs
Wallace State Community College  - Hanceville,801 Main St. P. O. Box 2000,Hanceville,35077-2000,www.wallacestate.edu,Dental Assisting (DA)
Wallace State Community College  - Hanceville,801 Main St. P. O. Box 2000,Hanceville,35077-2000,www.wallacestate.edu,Dental Hygiene (DH)
Wallace State Community College  - Hanceville,801 Main St. P. O. Box 2000,Hanceville,35077-2000,www.wallacestate.edu,Occupational Therapy Assistant (OTA) - Programs leading to an associate degree
Wallace State Community College  - Hanceville,801 Main St. P. O. Box 2000,Hanceville,35077-2000,www.wallacestate.edu,Physical Therapy (PTA) - Programs for the physical therapist assistant
Wallace State Community College  - Hanceville,801 Main St. P. O. Box 2000,Hanceville,35077-2000,www.wallacestate.edu,Radiologic Technology (RAD) - Programs for radiographers
George Corley Wallace State Community College - Selma,3000 Earl Goodwin Parkway,Selma,36703-2808,www.wccs.edu,Nursing (ADNUR) - Associate degree programs
George Corley Wallace State Community College - Selma,3000 Earl Goodwin Parkway,Selma,36703-2808,www.wccs.edu,Nursing (PNUR) - Practical nursing programs
Huntingdon College,1500 East Fairview Avenue,Montgomery,36106-2148,www.huntingdon.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
Jacksonville State University,700 Pelham Road North,Jacksonville,36265,www.jsu.edu/,Didactic Program in Dietetics
Jacksonville State University,700 Pelham Road North,Jacksonville,36265,www.jsu.edu/,Nursing (CNURED) - Nursing education programs at the baccalaureate degree levels
Jacksonville State University,700 Pelham Road North,Jacksonville,36265,www.jsu.edu/,Nursing (CNURED) - Nursing education programs at the graduate degree levels
Jacksonville State University,700 Pelham Road North,Jacksonville,36265,www.jsu.edu/,Art and Design (ART) - Degree-granting schools and departments and non-degree-granting programs
Jacksonville State University,700 Pelham Road North,Jacksonville,36265,www.jsu.edu/,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
Jacksonville State University,700 Pelham Road North,Jacksonville,36265,www.jsu.edu/,Theatre (THEA) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
Jacksonville State University,700 Pelham Road North,Jacksonville,36265,www.jsu.edu/,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Jefferson Davis Community College,220 Alco Dr,Brewton,36426,www.jdcc.edu,Nursing (ADNUR) - Associate degree programs
Jefferson State Community College,2601 Carson Rd,Birmingham,35215-3098,www.jeffstateonline.com,Nursing (ADNUR) - Associate degree programs
Jefferson State Community College,2601 Carson Rd,Birmingham,35215-3098,www.jeffstateonline.com,Nursing (PNUR) - Practical nursing programs
Jefferson State Community College,2601 Carson Rd,Birmingham,35215-3098,www.jeffstateonline.com,"Funeral Service Education (FUSER) - Institutions and programs awarding diplomas, associate degrees and bachelor's degrees"
Jefferson State Community College,2601 Carson Rd,Birmingham,35215-3098,www.jeffstateonline.com,Physical Therapy (PTA) - Programs for the physical therapist assistant
Jefferson State Community College,2601 Carson Rd,Birmingham,35215-3098,www.jeffstateonline.com,Radiologic Technology (RAD) - Programs for radiographers
Calhoun Community College,6250 U S Highway 31 N,Tanner,35671,www.calhoun.edu,Nursing (ADNUR) - Associate degree programs
Calhoun Community College,6250 U S Highway 31 N,Tanner,35671,www.calhoun.edu,Nursing (PNUR) - Practical nursing programs
Calhoun Community College,6250 U S Highway 31 N,Tanner,35671,www.calhoun.edu,Dental Assisting (DA)
Calhoun Community College,6250 U S Highway 31 N,Tanner,35671,www.calhoun.edu,Physical Therapy (PTA) - Programs for the physical therapist assistant
Judson College,302 Bibb St,Marion,36756,www.judson.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
University of West Alabama,205 North Washington Street,Livingston,35470,www.uwa.edu,Nursing (ADNUR) - Associate degree programs
University of West Alabama,205 North Washington Street,Livingston,35470,www.uwa.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Lurleen B Wallace Community College,1000 Dannelly Blvd.,Andalusia,36420-1418,lbwcc.edu,Nursing (ADNUR) - Associate degree programs
Miles College,5500 Myron Massey Blvd,Fairfield,35064,www.miles.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
University of Mobile,5735 College Parkway Drive,Mobile,36663-0220,www.umobile.edu,Nursing (ADNUR) - Associate degree programs
University of Mobile,5735 College Parkway Drive,Mobile,36663-0220,www.umobile.edu,Nursing (CNURED) - Nursing education programs at the baccalaureate degree levels
University of Mobile,5735 College Parkway Drive,Mobile,36663-0220,www.umobile.edu,Nursing (CNURED) - Nursing education programs at the graduate degree levels
University of Mobile,5735 College Parkway Drive,Mobile,36663-0220,www.umobile.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
University of Montevallo,Station 6001,Montevallo,35115,www.montevallo.edu,Didactic Program in Dietetics
University of Montevallo,Station 6001,Montevallo,35115,www.montevallo.edu,Dietetics (DIET) - Coordinated Program in Dietetics
University of Montevallo,Station 6001,Montevallo,35115,www.montevallo.edu,Audiology (AUD) - Graduate degree programs
University of Montevallo,Station 6001,Montevallo,35115,www.montevallo.edu,Speech-Language Pathology (SLP) - Graduate degree programs
University of Montevallo,Station 6001,Montevallo,35115,www.montevallo.edu,Art and Design (ART) - Degree-granting schools and departments and non-degree-granting programs
University of Montevallo,Station 6001,Montevallo,35115,www.montevallo.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
University of Montevallo,Station 6001,Montevallo,35115,www.montevallo.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
University of North Alabama,One Harrison Plaza,Florence,35632-0001,www.una.edu,Nursing (NUR) - Baccalaureate program
University of North Alabama,One Harrison Plaza,Florence,35632-0001,www.una.edu,Nursing (CNURED) - Nursing education programs at the baccalaureate degree levels
University of North Alabama,One Harrison Plaza,Florence,35632-0001,www.una.edu,Nursing (CNURED) - Nursing education programs at the graduate degree levels
University of North Alabama,One Harrison Plaza,Florence,35632-0001,www.una.edu,English Language
University of North Alabama,One Harrison Plaza,Florence,35632-0001,www.una.edu,Art and Design (ART) - Degree-granting schools and departments and non-degree-granting programs
University of North Alabama,One Harrison Plaza,Florence,35632-0001,www.una.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
University of North Alabama,One Harrison Plaza,Florence,35632-0001,www.una.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Northeast Alabama Community College,138 Alabama Highway 35,Rainsville,35986,www.nacc.edu,Nursing (ADNUR) - Associate degree programs
Northeast Alabama Community College,138 Alabama Highway 35,Rainsville,35986,www.nacc.edu,Nursing (PNUR) - Practical nursing programs
Oakwood University,7000 Adventist Blvd N.W.,Huntsville,35896,www.oakwood.edu,Dietetics (DIETI) - Dietetic Internship
Oakwood University,7000 Adventist Blvd N.W.,Huntsville,35896,www.oakwood.edu,Didactic Program in Dietetics
Oakwood University,7000 Adventist Blvd N.W.,Huntsville,35896,www.oakwood.edu,Nursing (NUR) - Baccalaureate program
Oakwood University,7000 Adventist Blvd N.W.,Huntsville,35896,www.oakwood.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Alabama Southern Community College,2800 South Alabama Avenue,Monroeville,36460,www.ascc.edu,Nursing (ADNUR) - Associate degree programs
Bishop State Community College,351 North Broad Street,Mobile,36603-5362,www.bishop.edu,Nursing (ADNUR) - Associate degree programs
Bishop State Community College,351 North Broad Street,Mobile,36603-5362,www.bishop.edu,Nursing (PNUR) - Practical nursing programs
Bishop State Community College,351 North Broad Street,Mobile,36603-5362,www.bishop.edu,"Funeral Service Education (FUSER) - Institutions and programs awarding diplomas, associate degrees and bachelor's degrees"
Bishop State Community College,351 North Broad Street,Mobile,36603-5362,www.bishop.edu,Physical Therapy (PTA) - Programs for the physical therapist assistant
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,Dietetics (DIETI) - Dietetic Internship
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,Didactic Program in Dietetics
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,Pharmacy (PHAR) - Professional degree programs
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,Law (LAW) - Professional schools
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,Physical Therapy (PT) - Professional programs for the physical therapist
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,"Theology (THEOL) - Freestanding schools, as well as programs affiliated with larger institutions, offering graduate professional education for ministry and graduate study of theology"
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,Nursing (CNDNP) - Nursing education programs at the doctorate degree levels
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,Nursing (CNURED) - Nursing education programs at the baccalaureate degree levels
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,Nursing (CNURED) - Nursing education programs at the graduate degree levels
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,"Nurse Anesthesia (ANEST) - Institutions and programs at the master's degree,  post master's certificate or doctoral degree levels"
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
Samford University,800 Lakeshore Drive,Birmingham,35229-2240,www.samford.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
Shelton State Community College,9500 Old Greensboro Rd,Tuscaloosa,35405-8522,www.sheltonstate.edu,Nursing (ADNUR) - Associate degree programs
Shelton State Community College,9500 Old Greensboro Rd,Tuscaloosa,35405-8522,www.sheltonstate.edu,Nursing (PNUR) - Practical nursing programs
Snead State Community College,220 North Walnut Street,Boaz,35957-0734,www.snead.edu,Nursing (ADNUR) - Associate degree programs
Snead State Community College,220 North Walnut Street,Boaz,35957-0734,www.snead.edu,Nursing (PNUR) - Practical nursing programs
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Occupational Therapy (OT) - Professional Programs (Pat Capps Covey College of Allied Health Professions)
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Occupational Therapy (OTM) - Programs leading to a Master's Degree
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Physical Therapy (PT) - Professional programs for the physical therapist
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Clinical Psychology (CLPSY) - PhD Doctoral programs
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Audiology (AUD) - Graduate degree programs
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Clinical doctoral program in Audiology
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Speech-Language Pathology (SLP) - Graduate degree programs
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Nursing (CNDNP) - Nursing education programs at the doctorate degree levels
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Nursing (CNURED) - Nursing education programs at the baccalaureate degree levels
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Nursing (CNURED) - Nursing education programs at the graduate degree levels
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Medicine (MED) - Programs leading to the M.D. degree
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Music (MUS) - Institutions and units within institutions offering degree-granting and/or non-degree-granting programs
University of South Alabama,307 N University Blvd,Mobile,36688-0002,www.usouthal.edu,Teacher Education (TED) - Baccalaureate and graduate programs for the preparation of teachers and other professional personnel for elementary and secondary schools
